"parliamentarian_id","interest_categories_id","title"
4042,11,"Adoro consulting sa, Basel"
4042,11,"Dr. Sebastian Frehner Consulting, Basel"
4042,11,"LURIX Swiss AG, Herisau"
4042,12,"Energieforum Nordwestschweiz"
4042,19,"Parlamentarischer Verein Schweiz-USA"
4042,19,"pro rabais.-, Basel"
4042,21,"IG Biomedizinische Forschung und Innovation"
4045,15,"Genossenschaft Schönehof, Frauenfeld"
4045,16,"Pensionkasse Schreinergewerbe, Zürich"
4045,23,"Gewerkschaft Unia, Bern"
4045,23,"Gewerkschaftsbund Kanton Bern"
4045,23,"Schweizerischer Gewerkschaftsbund (SGB), Bern"
4045,24,"Hotel Bern AG, Bern"
4045,24,"Hotel Freienhof AG, Thun"
4045,24,"Volkshaus AG Bern"
4046,8,"Soccorso svizzero d'inverno"
4046,18,"Ente turistico del Luganese"
4046,22,"Servizio cure a domicilio del Luganese"
4048,11,"Globalforex SA, Lugano SA"
4048,20,"Società per la protezione degli animali Lugano e dintorni (SPALD), Taverne"
4049,4,"Fussverkehr Bern"
4049,8,"Swissaid, Bern"
4049,10,"Ballenberg - Schweizerisches Freilichtmuseum für ländliche Kultur"
4049,10,"Cinésuisse, Bern"
4049,10,"Association GAIA Kammermusikfestival"
4049,10,"KleinKunst Schweiz"
4049,10,"Stiftung Stockalperturm Gondo / VS, Zwischbergen"
4049,10,"Grand Prix von Bern (Organisationskomitee)"
4049,10,"SwissTopSport"
4049,13,"kidswest.ch Kunstwerkstatt, Bern"
4049,20,"Alliance Animale Suisse"
4049,20,"Naturpark Gantrisch"
4049,20,"Verkehrs-Club der Schweiz (VCS) Sektion Bern"
4049,24,"Schweizer Wanderwege, Bern"
4050,12,"Solargenossenschaft Frauenfeld"
4050,12,"Solarzentrum Ostschweiz GmbH, Frauenfeld"
4051,1,"Abbundcenter Nordwestschweiz AG (ANW), Gelterkinden"
4051,4,"Verband Schweiz. Bürgergemeinden und Korporationen"
4051,6,"Raiffeisenbank Oberbaselbiet, Gelterkinden"
4051,12,"Elektra Baselland (EBL), Liestal"
4051,12,"Wohlfahrtsstiftung der Elektra Baselland, Liestal"
4051,16,"Intergenerika, Liestal"
4051,17,"Politcom, Agentur für politische Kommunikation und Public Affairs, Liestal"
4051,17,"Swisscable, Verband für Kommunikationsnetze, Bern (Parlamentarischer Beirat)"
4051,18,"Komitee für ein selbständiges Baselbiet"
4051,21,"IG biomedizinische Forschung und Innovation"
4051,22,"SW!SS REHA (Politischer Beirat)"
4051,25,"Autobus AG Liestal (AAGL)"
4051,25,"SPEDLOGSWISS, Basel"
4052,1,"Pensionskasse des Schweizerischen Bauernverbandes, Brugg"
4052,1,"Personalvorsorgestiftung des Schweizerischen Bauernverbandes"
4052,1,"Haus des Schweizerbauern, Brugg"
4052,1,"Schweizerischer Bauernverband, Brugg"
4052,16,"Life Science AG"
4052,20,"Christoph Merian Stiftung"
4053,2,"Vereinigung der Privaten Aktiengesellschaften"
4053,4,"Swiss Police ICT"
4053,11,"Aeschi & Company GmbH"
4053,13,"Stiftung für junge Auslandschweizer (Revisor)"
4053,19,"Freiheit + Verantwortung"
4054,3,"Aufsichtskommission IV-Stelle Luzern"
4054,6,"HV Finanzgesellschaft AG"
4054,6,"Schweizer Verband für Rechnungslegung, Controlling und Rechnungswesen (veb.ch), Zürich"
4054,6,"Vitali Treuhand GmbH, Oberkirch"
4054,8,"Stiftung für Schwerstbehinderte (SSBL), Luzern"
4054,8,"Aufsichtskommission Strafanstalt Wauwilermoos, Egolzwil"
4054,8,"Pro Senectute Kanton Luzern (Stiftungsversammlung)"
4054,10,"IG Volkskultur, Altdorf"
4054,11,"Egli + Vitali AG"
4054,11,"Vitali + Müller AG, Oberkirch"
4054,12,"Energie Oberkirch AG, Oberkirch"
4054,22,"Stiftung Toni Schillig, Baar"
4056,3,"Ostschweizer BVG- und Stiftungsaufsicht, St. Gallen"
4056,6,"Appenzeller Kantonalbank"
4056,10,"Schwendner Chilbi Association, Appenzell"
4056,12,"Glattstrom Buchholz AG, St. Gallen"
4056,15,"Plusimmo AG, Schaffhausen"
4056,18,"Bezirksmendlegemeinde Appenzell, Appenzell (Rechnungsrevisoren)"
4056,18,"Internationale Bodensee Konferenz, Wirtschaftsministerkonferenz"
4056,18,"Konferenz kantonaler Volkswirtschaftsdirektoren (VDK), Bern"
4056,24,"Association Appenzellerland Tourismus AI, Appenzell"
4056,25,"Konferenz der kantonalen Direktoren des öffentlichen Verkehr (KöV), Bern"
4056,25,"SpedX GmbH"
4057,8,"Solidaritätsfonds für soziale Befreiungskämpfe in der Dritten Welt – SOLIFONDS, Zürich"
4057,19,"Sozialdemokratische Partei SP"
4058,4,"Schweizerischer Mieterinnen- und Mieterverband (SMV), Zürich"
4058,8,"Zugang für Alle, Stiftung zur behindertengerechten Technologienutzen, Zürich (ehrenamtlich)"
4058,17,"Zeix AG, Zürich"
4058,17,"Zeix AG, Zürich"
4059,2,"Schweizerischer Ingenieur- und Architektenverein (SIA)"
4059,8,"Stiftung Domino"
4059,8,"Stiftung für Behinderte Region Brugg, Windisch"
4059,20,"Nie Wieder Atomkraftwerke (NWA) - Aargau"
4059,20,"Stiftung Landschaftsschutz Schweiz (SL)"
4059,25,"Verkehrsforum Aargau"
4060,1,"Kistenfabrik + Holzhandels AG, Thürnen"
4060,2,"Gewerbeverein Sissach und Umgebung"
4060,2,"Schweizerischer Gewerbeverband (sgv), Bern (Mitglied der Gewerbekammer)"
4060,3,"PatronFonds"
4060,4,"Hauseigentümerverband (HEV) Sissach/Läufelfingen"
4060,6,"TREUHAND SUISSE Schweizerischer Treuhänderverband, Bern"
4060,6,"Schneeberger Treuhand AG"
4060,18,"KGIV der Wirtschaftskammer Basel-Landschaft, Liestal"
4060,18,"Wirtschaftsrat der Wirtschaftskammer Basel-Landschaft, Liestal"
4060,19,"Liga Baselbieter Steuerzahler, Liestal"
4060,24,"Treff 44 AG, Thürnen"
4061,4,"Schutzverband der Bevölkerung um den Flughafen Zürich"
4061,4,"Fussverkehr Schweiz, Zürich"
4061,4,"Verein Velo-Initiative"
4061,8,"Promobil, Zürich"
4061,8,"Sozialkonferenz des Kantons Zürich"
4061,8,"Stiftung Alterswohnen, Rümlang"
4061,9,"Wohnbaugenossenschaften Schweiz, Regionalverband Zürich"
4061,10,"Walter Kaufmann Stiftung, Rümlang"
4061,15,"Hausverein Schweiz"
4061,15,"Hausverein Schweiz"
4061,15,"Hardegger Immobilien AG, Rümlang"
4061,18,"Gemeindepräsidentenverband des Kantons Zürich"
4061,18,"glow. das Glattal"
4061,18,"Metropolitanraum Zürich (Metropolitanrat)"
4061,20,"Schweizerische Greina-Stiftung (SGS) zur Erhaltung der alpinen Fliessgewässer, Zürich"
4061,25,"VöV ZH, Association zur Förderung des öffentlichen Verkehrs im Kanton Zürich"
4063,12,"Arbeitsgruppe Swisselectric - Ausschuss nukleare Entsorgung"
4063,12,"Stiftung für angepasste Technologie und Sozialökologie, Langenbruck"
4063,13,"Das Kind im Zentrum, Oensingen AG"
4063,20,"Netzwerk Schweizer Pärke, Bern"
4063,20,"OdA Umwelt, Bern"
4063,20,"Pro Natura Solothurn"
4063,23,"Transfair"
4063,25,"Association Bus Alpin, Bern"
4065,1,"Gemüseproduzenten-Vereinigung der Kantone Bern und Freiburg (GVBF)"
4065,14,"Kaufmännische Berufsschule Emmental, Burgdorf (Schulrat)"
4065,17,"Radio Emme AG, Langnau im Emmental"
4066,4,"Beratende Kommission für internationale Entwicklungszusammenarbeit"
4066,4,"Schweizerisches Kompetenzzentrum für Menschenrechte (SKMR)"
4066,8,"Verein Prävention und Drogenfragen, Uster"
4066,8,"Zentrum für Gehör und Sprache, Zürich (Zentrumrat)"
4066,8,"Gesellschaft Schweiz-Albanien, Goldach"
4066,8,"Stiftung Kinderdorf Pestalozzi, Trogen"
4066,8,"Zürcher Stiftung für Gefangenen und Entlassenenfürsorge ZSGE, Zürich"
4066,12,"Zürich Erneuerbar (Verein für Energieeffizienz und erneuerbare Energien), Zürich"
4066,13,"Fachstelle Fehlgeburt und perinataler Kindstod"
4066,13,"Verband Kibesuisse, Kinderbetreuung Schweiz, Zürich"
4066,14,"Stiftung Schweizerischer Privatschulen, Bern"
4066,14,"Verband Zürcher Schulpräsidien (VZS)"
4066,21,"Gen Suisse - Schweizerische Stiftung für eine verantwortungsvolle Gentechnik, Bern"
4067,7,"Förderung besonderer gemeinschaftlichen Aufgaben der sozialen Krankenversichung, Solothurn"
4067,7,"Santésuisse, Solothurn"
4067,7,"SVK, Schweizerischer Verband pour Gemeinschaftsaufgaben der Krankenversicherer, Solothurn"
4067,9,"Baulink AG"
4067,9,"Studio MBH AG"
4067,10,"Stiftung Sport-Gymnasium Davos (SSGD)"
4067,15,"Immo suisse assets AG, Zug"
4069,3,"Fluck-Bernhard Stiftung, Wettingen"
4069,8,"Aargauische Fondation Suchthilfe"
4069,8,"Kappelerstiftung, Wettingen"
4069,8,"Swissaid, Bern"
4069,11,"Advantis Versicherungsberatung AG, Zürich AG"
4069,18,"Spirit of Bern"
4069,22,"Regionales Pflegezentrum (RPB), Baden"
4069,22,"Spitex Wettingen"
4070,8,"ARGO (Stiftung für Integration von Menschen mit Behinderungen in Graubünden)"
4070,8,"Pro Infirmis Graubünden, Chur (Kantonalkommission)"
4070,8,"Alzheimervereinigung Sektion Graubünden, Chur"
4070,8,"Evangelisches Alters- und Pflegeheim, Ilanz"
4070,9,"WOHNEN SCHWEIZ – Verband der Baugenossenschaften, Luzern"
4070,10,"Internationales Kultuforum, Disentis"
4070,10,"Opera Viva, Obersaxen"
4070,13,"Stiftung junge Auslandschweizer (SJAS), Kantonalkomitee Graubünden"
4070,14,"Fachhochschulrat Ostschweiz"
4070,18,"Schweizerische Arbeitsgemeinschaft für die Berggebiete (SAB), Bern"
4070,18,"Region Surselva, Glion (öffentlich-rechtlicher Verband)"
4070,20,"Schweizerische Greina-Stiftung (SGS) zur Erhaltung der alpinen Fliessgewässer, Zürich"
4070,24,"Schweizer Tourismus-Verband (STV), Bern"
4070,24,"Genossenschaft Amarenda"
4070,25,"Informationsdienst für den öffentlichen Verkehr (LITRA), Bern"
4070,25,"Societad cooperativa promotura d'aradira Surrein-Rabius e contuorn"
4071,1,"Schweizer Salinen AG, Schweizerhalle"
4071,10,"Alpines Museum, Bern"
4071,10,"Stiftung Schloss Jegenstorf"
4071,10,"thunerSeespiele AG, Thun"
4071,11,"Kumagra AG, Bern"
4071,12,"BKW AG, Bern"
4071,18,"Verein PPP (Public Private Partnership) Schweiz, Zürich"
4071,21,"IG biomedizinische Forschung und Innovation"
4071,22,"FASMED, Dachverband Schweiz. Handels- und Industrievereinig. der Medizintechnik, Muri b. Bern"
4071,10,"Heimatland Verlag AG"
4071,6,"SelFin Invest AG"
4071,22,"Stiftung Lindenhof, Bern"
4072,1,"Caccia Svizzera, St. Gallen"
4072,1,"Federazione Cacciatori Ticinesi, Gordola"
4072,4,"Touring Club Suisse (TCS)"
4072,6,"Regazzi Holding"
4072,10,"Hockey Club Lugano"
4072,10,"Team Ticino, Giubiasco"
4072,11,"Marcmetal SA, Bioggio SA"
4072,11,"Ratti e Regazzi giardinieri"
4072,11,"Regapak Regazzi SA, Gordola"
4072,11,"Regazzi SA, Gordola"
4072,11,"Regazzi Schermature Solari SA, Gordola"
4072,11,"Regazzi Serramenti e Facciate SA, Gordola"
4072,11,"Regazzi TPS (Tecnica Protezione Solare)"
4072,11,"Regazzi TSF (Tecnica Serramenti e Facciate)"
4072,12,"Verzasca SA, Lugano"
4072,15,"Repi SA, Gordola"
4072,15,"Sarefi Immobiliare SA, Gordola"
4072,16,"Associazione industrie ticinesi, Lugano"
4072,16,"Stilcolor SA, Gordola SA"
4072,16,"Unione Svizzera del Metallo TI (commissione paritetica)"
4072,17,"Glasfasernetz Schweiz, Berna"
4072,20,"Aqua Nostra"
4072,20,"Aqua Nostra"
4072,20,"Stiftung für Naturschutz und Wild"
4072,24,"Lido F&B SA, Locarno SA"
4072,25,"ASTAG, Associazione svizzera dei trasportatori stradali, Berna (comitato politico)"
4072,25,"Comitato San Gottardo"
4072,25,"Swiss Shippers' Council (SSC), Lausanne"
4073,4,"Bo-Schi SA, Chiasso"
4073,4,"Fondazione Pagani, Chiasso"
4073,4,"Maru SA, Chiasso"
4073,6,"Studio fid. E imm. R. Pantani Tettamanti SA, Chiasso"
4073,11,"Ramp Beratung SA, Chiasso"
4073,11,"VSP Sicurezza & Automazione Sagl, Chiasso"
4073,11,"GAG SUISSE SA, Chiasso"
4073,11,"Modellami SA, Grancia"
4073,12,"AGE SA, Chiasso SA"
4073,12,"Consorzio Azienda Posso Prà Tiro"
4073,15,"Centoventuno SA, Chiasso"
4073,15,"Domusdea SA, Locarno"
4073,16,"Farmatech R&M SA, Chiasso"
4073,16,"Swikapital SA, Chiasso"
4073,18,"Ente Regionale per lo sviluppo del Mendrisiotto e Basso Ceresio (ERS-MB)"
4073,20,"Aqua Nostra"
4073,22,"Medixentrix SA, Chiasso"
4073,24,"Pizza IN SA, Mendrisio"
4073,25,"Modalog SA, Chiasso"
4074,8,"Fondation de l'ancien dispensaire, Porrentruy"
4074,8,"Fondation Suisse pour les enfants atteints de maladies rénales en Arménie (SEMRA), Porrentruy"
4074,10,"Association Les Amis du Colisée (Cinéma de Porrentruy)"
4074,19,"Mouvement autonomiste jurassien (Commission politique)"
4074,20,"Association Transport et Environnement (ATE)"
4074,22,"Association des médecins de famille et de l'enfance Suisse (MFE) (Commission politique)"
4074,23,"Syndicat UNIA"
4075,6,"AFU Anlagen und Finanz AG, St. Gallen"
4076,8,"Blaues Kreuz Schweiz, Bern"
4076,8,"IG pro VEBO und INSOS"
4076,20,"Nie wieder Atomkraftwerke (NWA) Solothurn"
4076,23,"Gewerkschaft des Verkehrspersonals SEV, Bern (Zentralsekretär)"
4076,23,"Luftverkehrsabteilung der Gewerkschaft des Verkehrspersonals SEV"
4076,23,"Gewerkschaftsbund Kanton Solothurn (GbS)"
4077,2,"Chambre suisse des arts et métiers"
4077,15,"Chambre vaudoise immobilière"
4077,15,"Fédération romande immobilière, Lausanne"
4077,6,"FIDUCIAIRE SUISSE Union Suisse des Fiduciaires, Berne (conseil politique)"
4077,10,"Conservatoire de l'Ouest vaudois, Morges"
4077,11,"Propriétaires Services SA, Lausanne"
4077,18,"Forum de l'économie de La Côte, Mont-sur-Rolle"
4077,22,"Fondation de La Côte pour l'aide et les soins à domicile et la prévention, Morges"
4079,10,"Montreux Comedy Festival"
4079,13,"Le Réseau, Lausanne"
4079,14,"Nomads Foundation, Genève"
4081,4,"Externe Qualitätssicherung in der Medizin (EQUAM Stiftung), Bern"
4081,22,"Stiftung Patientensicherheit für Anästhesie, Bern"
4081,22,"Stiftung für Patientensicherheit, Zürich"
4082,1,"Bienenzüchter Unteres Aaretal, Suhr"
4082,4,"Konsumentenforum kf (Beirat Politik)"
4082,4,"Allianz Pro Limmattalbahn, Zürich"
4082,12,"Forum VERA, Verantwortung für die Entsorgung radioaktiver Abfälle"
4082,17,"ePowerInitiative"
4083,4,"Swiss e-Mobility"
4083,10,"VFSB, Frutigen"
4083,11,"ElektroLink AG, Frutigen"
4083,11,"Elektroplan Buchs & Grossen AG, Frutigen"
4083,12,"Neue Energie Bern (Unternehmerinitiative)"
4083,12,"Wirtschaftsverband Swisscleantech"
4083,16,"Konferenz der Gebäudetechnikverbände"
4083,25,"Informationsdienst für den öffentlichen Verkehr (LITRA), Bern"
4084,1,"Schweizer Obstverband (SOV)"
4084,1,"Weinfreunde Menzingen"
4084,1,"IG Erfrischungsgetränke"
4084,3,"Ausgleichskasse Verom, Schlieren"
4084,4,"Freunde des Morgantenschiessens"
4084,6,"Raiffeisenbank Menzingen-Neuheim, Menzingen"
4084,6,"Raiffeisenbanken Kanton Zug"
4084,7,"Groupe Mutuel, Groupe de réflexion santé"
4084,8,"Connecta, Integration geistig Behinderter im Arbeitsmarkt"
4084,8,"Rotary Club Ägeri-Menzingen"
4084,10,"Leichtathletik Club Zoug"
4084,10,"Orientierungs-Lauf-Association Zug"
4084,12,"Kernkraftwerk Gösgen-Däniken AG, Däniken"
4084,21,"Gen Suisse - Schweizerische Stiftung für eine verantwortungsvolle Gentechnik, Bern"
4084,21,"IG biomedizinische Forschung und Innovation"
4084,24,"Vorstand parlam. Gruppe Gastrosuisse"
4085,4,"Zentralschweizer Komitee Tiefbahnhof Luzern"
4085,4,"Kirchgemeinde Lungern"
4085,5,"Notariatskommission des Kantons Obwalden (Aufsichts- und Prüfungsorgan der Notare)"
4085,12,"Energieallianz"
4085,14,"Verein des Kollegi Sarnen"
4086,1,"Interprofession des Fruits et Légumes du Valais (IFELV), Conthey"
4086,1,"Les Fruits de Martigny SA, Martigny"
4086,4,"Association suisse des exploitants d'installations de valorisation des déchets (ASED)"
4086,4,"Stiftung Zentrum für nachhaltige Abfall- und Ressourcennutzung (ZAR), Zürich"
4086,4,"Abbaye des officiers du bat car 1"
4086,4,"Amicale des soldats de St.-André, Muraz"
4086,4,"Société des Officiers du Valais romand, Monthey"
4086,8,"Caritas Valais Wallis, Sion"
4086,8,"Fondation Home de Collombey-Muraz"
4086,12,"Fédération romande pour l'énergie (FRE)"
4086,12,"Sinergy Infrastructure SA, Martigny"
4086,17,"Radio Chablais SA, Monthey"
4086,18,"Pour le maintien des places de travail en région de montagne (Groupe d'intérêt)"
4086,18,"RCR Publicité SA"
4086,18,"Société de Promotion des Restoroutes Valaisans SA, Sion"
4087,12,"Ener-J"
4089,4,"Schutzverband der Bevölkerung um den Flugplatz Emmen (SFE), Emmen"
4089,4,"PRO VELO Schweiz, Bern"
4089,4,"Auslandschweizer-Organisation, Bern"
4090,1,"Bruggmühle Goldach AG, Goldach"
4090,1,"Steiner Mühle AG, Lauperswil"
4090,6,"UBS AG"
4090,25,"TPG Publicité SA"
4090,25,"Transport public genevois (TPG), Lancy"
4091,4,"Association suisse des locataires (ASLOCA-Suisse), Berne"
4091,4,"Initiative des Alpes"
4091,10,"Bibliomedia Schweiz, Bern"
4091,17,"Société coopérative d’édition du journal Le Peuple.VS, Sion"
4091,23,"Union syndicale valaisanne, Sion"
4093,4,"Mieterinnen- und Mieterverband Deutschschweiz (MVD), Zürich"
4093,4,"Mieterinnen- und Mieterverband Kanton Zürich"
4093,4,"Schweizerischer Mieterinnen- und Mieterverband (SMV)"
4093,8,"Solidarité sans frontières"
4093,8,"Schweizerisches Arbeiterhilfswerk (SAH), Zürich"
4093,10,"Swiss Music Export"
4093,11,"Verein OneGov.ch"
4094,1,"IG Erfrischungsgetränke"
4094,1,"Berner Jägerverband (BEJV)"
4094,7,"Stiftung Visana Plus"
4094,7,"Visana AG"
4094,7,"Visana Beteiligungen AG"
4094,7,"Visana Services AG, Bern"
4094,7,"Visana Versicherungen AG"
4094,7,"Vivacare AG"
4094,8,"Gewa, Stiftung für berufliche Integration, Zollikofen"
4094,9,"Wohnen Schweiz - Verband der Baugenossenschaften, Luzern"
4094,14,"Medizinische Fakultät der Universität Bern"
4094,19,"Hess Advisum Gmbh"
4094,20,"Stiftung Wildstation Landshut, Utzenstorf"
4094,21,"IG biomedizinische Forschung und Innovation"
4094,22,"Spitex Verband Schweiz, Bern"
4094,24,"GastroSuisse, Zürich"
4095,4,"Lötschberg-Komitee (Verein zum Ausbau Nord-Süd Schienenachse über den Lötschberg)"
4095,4,"Kantonale Fachkommission pour Gleichstellungsfragen Kanton Berne"
4095,18,"Bern neu Gründen"
4095,20,"Alpen-Initiative"
4095,20,"Verkehrs-Club der Schweiz (VCS), Kanton Bern"
4095,25,"Verkehrsbetriebe Biel, Biel/Bienne"
4096,1,"Brauerei Rosengarten AG, Einsiedeln"
4096,1,"Entlebucher Bier AG"
4096,1,"IG der unabhängigen Klein- & Mittelbrauereien der Schweiz"
4096,1,"Personalfürsorgestiftung der Brauerei Rosengarten AG"
4096,1,"Verband Schweizerischer Getränke-Grossisten"
4096,4,"Schweizerische Pfadistiftung, Basel"
4096,4,"Stiftung Auslandschweizer-Platz, Brunnen"
4096,11,"EA Druck & Verlag AG, Einsiedeln"
4096,15,"BEGA Berggaststätten AG"
4097,1,"Fenaco Genossenschaft, Bern"
4097,1,"Luzerner Bäuerinnen- und Bauernverband, Oberkirch"
4097,1,"Zentralschweizer Bauernbund, Rothenturm"
4097,2,"Arbeitsgemeinschaft Wirtschaft und Gesellschaft (AWG), Kanton Luzern"
4097,8,"Stiftung Alterswohnheim Ruswil"
4097,10,"Stiftung Kulturraum Ruswil"
4098,4,"Zentralschweizer Komitee Tiefbahnhof Luzern"
4098,17,"K3.Keller-Kommunikation&Konzepte GmbH"
4099,3,"Balrisk Versicherungsbroker AG, Binningen"
4099,3,"Stiftungskommission der Pensionskasse der Basler Kantonalbank"
4099,3,"Verband Schweizerischer Versicherungsbroker SIBA"
4099,6,"Basler Kantonalbank"
4099,6,"Pensionskasse der Basler Kantonalbank"
4099,10,"Christoph Merian Stiftung (CMS), Basel"
4099,10,"Sportmuseum Schweiz, Basel"
4099,10,"Genossenschaft St. Jakob-Park, Basel"
4099,11,"LCB Lehmann Consulting Basel"
4100,10,"Stiftung Eichberg, Uetendorf"
4100,10,"Nationales Nordisches Skizentrum Kandersteg (NNSK)"
4100,11,"Büro Dr. Rösti GmbH, Bern"
4100,12,"Aktion für vernünftige Energiepolitik Schweiz (AVES)"
4100,17,"ELICT AG, Bern"
4100,18,"Volkswirtschaft Berner Oberland"
4100,19,"Stiftung für bürgerliche Politik, Zug"
4100,20,"Association GRÜN 18"
4101,1,"Verein zur Schutz landwirtschaftlichen Grundeigentums (VSLG), Bern"
4101,8,"Insieme Schweiz"
4101,8,"Fondation L'Estampille, Freiburg"
4101,11,"Schweizerische Lauterkeitskommission"
4101,17,"Radio Fribourg"
4101,18,"Schweizerischer Gemeindeverband, Bern"
4101,18,"Fonds de recherche du centenaire de l'Université de Fribourg"
4101,24,"Freiburger Tourismusverband (FTV), Freiburg"
4102,1,"Agroscope (Anspruchsgruppenbeirat)"
4102,4,"alliance F (Bund Schweizerischer Frauenorganisationen), Bern"
4102,11,"Bertschy & Stocker, Köniz"
4103,1,"Familie Haldimann Stiftung, Weinfelden"
4103,1,"Fonds der Thurgauer Landwirtschaft, Weinfelden"
4103,1,"Meili-Fonds des Thurgauer Bauernverbandes, Weinfelden"
4103,1,"Spenglerfonds zur Fürsorge für alte landwirtschaftliche Dienstboten, Weinfelden"
4103,1,"Schweizerischer Bauernverband"
4103,1,"Verband Thurgauer Landwirtschaft (VTL), Weinfelden"
4104,1,"Graubünden Wald"
4104,2,"Schweizerischer Gewerbeverband (sgv), Bern (Mitglied der Gewerbekammer)"
4104,3,"Montalin BVG-Sammelstiftung, Chur"
4104,9,"Gasser Bau AG, Niederhasli"
4104,9,"Gasser Fassadentechnik AG, St. Gallen"
4104,9,"Gasser Gartenbau AG, Zürich"
4104,9,"Gasser Gebäude AG, Chur"
4104,9,"Josias Gasser Baumaterialien AG, Chur"
4104,9,"L. Gasser & Co. AG, Zürich"
4104,11,"do it AG, Chur"
4104,11,"Do it Service AG"
4104,11,"drexel und weiss, Energieeffiziente Haustechniksysteme GmbH, Wolfurt (A)"
4104,11,"Gebr. Gasser Holding AG, Freienbach"
4104,11,"HT-Plan Haustechnik-Planung AG, Chur"
4104,12,"Calandawind AG, Haldenstein"
4104,12,"energie-cluster.ch"
4104,12,"IG Passivhaus Südostschweiz"
4104,12,"Verein energiefragen.GR"
4104,14,"Evangelische Mittelschule Schiers (Schulverein)"
4104,20,"oe-plus Verein für ökonomie + ökologie + Gesellschaft"
4106,4,"Neue Europäische Bewegung Schweiz (nebs), Bern"
4106,8,"Helvetas, Schweizerische Gesellschaft für internationale Zusammenarbeit, Zürich (politischer Beirat)"
4106,8,"Homosexuelle Arbeitsgruppen Zürich (HAZ), Zürich"
4106,8,"Zürcher Stiftung für Gefangenen- und Entlassenenfürsorge (ZSGE), Zürich"
4106,10,"Familienstiftung Naef von Zürich und Kappel am Albis"
4106,14,"KV Zürich"
4106,22,"Zürcher Aids-Hilfe (ZAH), Zürich"
4106,23,"Kaufmännischer Verband Zürich (KVZ)"
4107,10,"Stiftung ""La littérature en couleurs"", Yverdon-les-Bains"
4107,14,"Institut suisse de droit de la santé de l'Université de Neuchâtel (IDS)"
4108,1,"Cremo SA, Villars-sur-Glâne"
4108,11,"Association e-covoiturage.ch"
4108,12,"Sécurité énergétique, St-George"
4108,12,"Suisse Eole (Association suisse pour l'énergie éolienne), Corcelles-Cormondrèche"
4108,17,"Fondation Ynternet.org"
4108,19,"Ecologie libérale, Morges"
4108,20,"Association du Bois de Chêne de Genolier (ABCG)"
4108,20,"Ecoparc, Neuchâtel"
4108,20,"StopOGM"
4108,20,"Terre et Faune, St-George"
4108,24,"Pro Aqua - Pro Vita, Bâle"
4109,10,"Fondation village lacustre de Gletterens"
4109,13,"Pro Familia Suisse, Berne"
4110,3,"Sozialversicherungsanstalt (SVA), Zürich"
4110,4,"Hauseigentümerverband (HEV) Kanton Zürich"
4110,4,"Hauseigentümerverband (HEV) Schweiz, Zürich"
4110,5,"Egloff & Partner Services AG, Zürich"
4110,6,"Bank Sparhafen Zürich AG, Zürich"
4110,9,"BSZ Genossenschaft, Zürich"
4110,11,"KuRo Consulting AG, Zürich"
4110,15,"BSZ Immobilien AG, Zürich"
4110,15,"c+j immo AG, Alpnach"
4110,15,"E&P Immo AG, Alpnach"
4110,15,"ELRAK AG, Alpnach"
4110,15,"Morgental PE Invest AG"
4110,15,"Terra Sua AG, Alpnach"
4110,18,"Ernst Wilhelm Meier-Stiftung, Zürich"
4113,4,"CIVIVA, fédération service civil"
4113,8,"Ligue Internationale Contre le Racisme et l'Antisémitisme (LICRA)"
4113,10,"Comité de soutien à la rénovation du Musée d'art et d'histoire Genève"
4113,10,"Grand Théâtre de Genève"
4113,10,"Maison de Rousseau et de la Littérature (MRL), Genève"
4113,10,"Université Populaire Albanaise (UPA), Genève"
4113,18,"Association des Communes genevoises"
4113,22,"Aide Suisse contre le Sida, Berne"
4114,1,"Knecht Mühle AG, Leibstadt"
4114,1,"Mühle Leibstadt AG, Leibstadt"
4114,1,"Personalfürsorgestiftung der H. Knecht AG, Leibstadt"
4114,4,"Hauseigentümerverband (HEV) Aargau"
4114,19,"Aargauische Stiftung für Freiheit und Verantwortung in Politik und Wirtschaft"
4115,6,"Schweizerischer Bankpersonalverband (ASEB-SBPV), Bern"
4115,6,"Association suisse des employés de banque (ASEB), section romande, Genève"
4115,8,"Solidaritätsfonds für soziale Befreiungskämpfe in der Dritten Welt – SOLIFONDS, Zürich"
4115,8,"Oeuvre suisse d'entraide ouvrière (OSEO) Vaud, Vevey"
4115,8,"Oeuvre suisse d'entraide ouvrière (OSEO), Berne"
4115,11,"Cooqpit, Villeneuve"
4116,2,"Baryon AG"
4116,2,"Schweizerischer Gewerbeverband (SGV), Bern"
4116,4,"Hauseigentümerverband (HEV) Schweiz, Zürich"
4116,6,"TREUHAND SUISSE Schweizerischer Treuhänderverband, Bern (politischer Beirat)"
4116,6,"Nebag AG, Zürich AG"
4116,10,"Stiftung Landguet Ried, Bern"
4116,14,"Hochschule Luzern (Fachhochschulrat)"
4117,6,"Zürcher Kantonalbank"
4117,7,"Groupe Mutuel, Groupe de réflexion santé"
4117,17,"Vereinigung Aktion Medienfreiheit"
4118,4,"Profil"
4118,8,"Charlotte und Hans Haller Stiftung"
4118,8,"Pro Infirmis Schweiz, Zürich"
4120,4,"Associazione Passeggeri Aerei della Svizzera italiana (ASPASI), Lugano"
4120,4,"Swiss eMobility, Bern"
4120,10,"L'Incontro (centro culturale), Mendrisio"
4120,17,"Vereinigung Aktion Medienfreiheit"
