"parliamentarian_id","interest_categories_id","title"
1153,4,"Association Machbarkeit Stiftung Forschung Schweiz, Bern"
1153,10,"Schauspielhaus Zürich AG"
1153,10,"Stiftung Zumthor Braunwald"
1153,11,"Awtec AG für Technologie & Innovation, Zürich"
1153,11,"FROX communication AG (Noser Gruppe), Heppenheim (D)"
1153,11,"FROX communication AG (Noser Gruppe), Hombrechtikon"
1153,11,"Noser Engineering AG (Noser Gruppe), München (D)"
1153,11,"Noser Engineering AG (Noser Gruppe), Winterthur"
1153,11,"Noser Management AG (Noser Gruppe), Zürich"
1153,11,"N-Pulse AG (Noser Gruppe), Heppenheim (D)"
1153,12,"Verein ""Stromeffizienz-Initiative"""
1153,16,"AMC International Alfa Metalcraft Corporation AG, Risch"
1153,17,"Akros AG (Noser Gruppe), Biel"
1153,17,"Bucher + Suter AG (Noser Gruppe), Ittigen"
1153,17,"Bucher + Suter AG (Noser Gruppe), München (D)"
1153,17,"Bucher + Suter Inc. (Noser Gruppe), Boston (USA)"
1153,17,"Nexus Telecom AG (Noser Gruppe), Berlin (D)"
1153,17,"Nexus Telecom AG (Noser Gruppe), Zürich"
1153,17,"Stiftung IT-Berufsbildung Schweiz, Bern"
1153,17,"Verein ICT Berufsbildung Schweiz"
1153,17,"ZH-Medien GmbH, Zürich GmbH"
1153,18,"Natürli Zürioberland AG, Bauma"
1153,18,"Swiss Innovation Park"
1153,18,"Vorstand Zürcher Handelskammer, Zürich"
1156,1,"Schweizerische Vereinigung zum Schutz der kleinen und mittleren Bauern (VKMB), Bern"
1156,4,"Neue Europäische Bewegung Schweiz (nebs), Bern"
1156,4,"Interessengemeinschaft öffentliche Arbeitsplätze (IGöffA), Olten"
1156,8,"Keradonum Stiftung Hornhautbank, Olten"
1156,8,"Dachverband Schuldenberatung Schweiz"
1156,8,"IG Pro VEBO und INSOS, Oensingen"
1156,8,"Pro Senectute Kanton Solothurn"
1156,10,"Vereinigung Solothurnischer Musikschulen, Solothurn"
1156,14,"Lehrerinnen- und Lehrerverband Kanton Solothurn (LSO)"
1156,20,"Albert Grütter-Schlatter-Stiftung, Solothurn"
1156,20,"Pro Natura Solothurn"
1156,20,"VCS Kanton Solothurn"
1156,22,"Palliative Care Netzwerk Kanton Solothurn"
1156,22,"Spital Club Solothurn"
1156,23,"Staatspersonalverband Kanton Solothurn"
1156,23,"Schweizerischer Eisenbahn- und Verkehrspersonal-Verband (SEV)"
1156,25,"IGoeV Schweiz, Interessengemeinschaft öffentlicher Verkehr"
1159,6,"Schweizer Verband für Rechnungslegung, Controlling und Rechnungswesen (veb.ch), Zürich"
1159,6,"SLK Holding AG"
1159,6,"TREUHAND-KAMMER, Public Affairs Ausschuss"
1159,11,"Cf Management Gmbh, Luzern"
1159,11,"Kapisa Coaching Gmbh, Zug"
1159,15,"Cf immobilien Gmbh, Sarnen"
1159,15,"Contrust Finance AG"
1159,15,"HS real estate Gmbh, Lachen"
1279,4,"Fondation Jean Monnet pour l'Europe, Lausanne"
1279,12,"Association Swisscleantech, Berne (Conseil politique)"
1279,12,"Swissolar, Zürich"
1279,20,"Association Transports et Environnement (ATE), Herzogenbuchsee"
1279,20,"Association Transports et Environnement (ATE), Section Vaud"
1279,25,"Ouestrail, Delémont"
1288,5,"Schweizerischer Notarenverband (SNV), Muri b. Bern"
1288,5,"Viola Amherd"
1288,8,"Swissaid, Bern"
1288,10,"Stiftung Simplon - Ecomuseum & Passwege"
1288,10,"Schweizerische Stiftung für das Stockalperschloss, Brig-Glis"
1288,10,"Fondation NLZ - Centre national de performance Brigue-Glis"
1288,11,"Migros Valais, Martigny"
1288,13,"Kinderschutz Schweiz"
1288,17,"DANET Datennetzgesellschaft Oberwallis AG, Naters"
1288,17,"Glasfasernetz Schweiz, Bern"
1288,17,"Swiss Fibre Net AG, Bern"
1288,18,"Gemeinde Brig-Glis"
1288,20,"Association Landschaftspark Binntal, Binn"
1288,22,"Clinique médico-chirurgicale de Valère SA, Sion"
1288,25,"Belalp Bahnen AG, Naters"
1288,25,"Aktiengesellschaft Matterhorn Gotthard Bahn, Brig-Glis"
1293,4,"Nouveau Mouvement Européen Suisse (NOMES)"
1293,13,"Association neuchâteloise pour la médiation familiale (ANMF)"
1295,3,"Symova Sammelstiftung BVG, Bern"
1295,8,"Schwiizer hälfed Schwiizer, Zürich"
1295,10,"Sportstiftung Thurgau"
1295,17,"Glasfasernetz Schweiz, Bern"
1295,22,"Dachverband Komplementärmedizin, Bern"
1295,22,"Swiss cancer screening, Bern"
1295,22,"Carnegie-Stiftung für Lebensretter (Schweiz), Bern"
1295,23,"Thurgauer Gewerkschaftsbund, Frauenfeld"
1318,4,"Zentralschweizer Komitee Durchgangsbahnhof Luzern"
1318,8,"Insertion Suisse"
1318,9,"Wohnbaugenossenschaften Schweiz, Regionalverband Zürich"
1318,11,"KKL-Luzern"
1318,23,"Union syndicale suisse"
1337,7,"Krankenkasse Luzerner Hinterland, Zell"
1337,8,"Club Sixtysix"
1337,8,"Pro Senectute Kanton Luzern"
1337,8,"Seematt Eich"
1337,10,"Danner-Stiftung"
1337,10,"Schweizerischer Drummer- und Percussionisten-Wettbewerb, Altishofen"
1337,11,"Lucerne Couture AG, Willisau"
1337,13,"Stiftung Jungwacht Blauring"
1337,22,"ParaHelp AG, Nottwil"
1345,4,"Hauseigentümerverband (HEV) Schweiz, Zürich"
1345,4,"Schweizer Stiftung Farbe, Winterthur"
1345,4,"PolyReg All. Selbstregulierungs-Association, Zürich"
1345,8,"Pflegeheim der Region Rorschach (Zweckverband der Gemeinden)"
1345,10,"Sportanlage Kellen, Goldach (Zweckverband von Gemeinden)"
1345,11,"Genossenschaft exposee - messe am see"
1345,11,"Städtisches Korn- und Lagerhaus Rorschach"
1345,12,"AVA Altenrhein, Thal (Zweckverband von Gemeinden)"
1345,12,"SN Energie AG, Schwanden"
1345,18,"Region AR - St. Gallen - Bodensee"
1345,24,"SBS Schifffahrt AG, Romanshorn"
1345,24,"St. Gallen-Bodensee-Tourismus, St. Gallen"
1346,3,"Caisse de pensions ECA-RP, Lausanne"
1346,3,"Retraites populaires, Lausanne"
1346,8,"EMS Mont-Calme, Lausanne"
1346,12,"Swissgrid AG, Laufenburg"
1346,13,"Fondation d'Ethique Familiale, Lausanne"
3828,1,"Fondation pour la promotion du goût"
3828,4,"EQUAM Stiftung, Zürich"
3828,4,"Fourchette Verte Ticino"
3828,4,"Swiss Label"
3828,4,"Swiss Tasting Sagl"
3828,7,"curafutura, Berna"
3828,8,"CURAVIVA.CH"
3828,8,"FAIRMED, Berna"
3828,19,"Délégation culturelle et éconiomique de Taipei"
3828,21,"IG biomedizinische Forschung und Innovation"
3828,22,"Centrale d'achat des établissements sanitaires (CADES), Crissier"
3828,22,"Comitato per una Svizzera senza morbillo, Berna"
3828,22,"Forum Managed Care (FMC)"
3828,22,"RADIX, Fondazione svizzera per la salute"
3828,22,"Swiss eHealth Forum"
3829,8,"IPSILON"
3829,11,"Wohn form Tschümperlin AG, Schwyz"
3829,18,"Gemeinsam für unsere Gemeinde"
3829,24,"Rotenfluebahn Mythenregion AG, Schwyz"
3830,4,"Associazione Svizzera Inquilini"
3830,4,"Iniziativa delle Alpi"
3830,8,"Fondazione Casa Astra, Mendrisio"
3830,8,"Nationale Arbeitsgemeinschaft Suchtpolitik (NAS-CPA), Zofingen"
3830,8,"Movimento dei Senza Voce"
3830,8,"Associazione aiuto medico al Centro America, Giubiasco"
3830,8,"Fondazione Amici di AMCA, Giubiasco"
3830,13,"Coordinamento donne della sinistra, Bellinzona"
3830,22,"Stiftung zur Förderung der Weiterbildung in Hausarztmedizin"
3830,23,"Sindacato svizzero dei servizi pubblici (VPOD)"
3865,2,"FH SCHWEIZ - Dachverband Absolventinnen und Absolventen Fachhochschulen"
3865,4,"Schweizerische Vereinigung Hochspannung unter den Boden (HSUB)"
3865,4,"Pro Velo Schweiz, Bern"
3865,4,"SchweizMobil, Bern"
3865,4,"Denknetz Schweiz"
3865,4,"Stiftung Dialog, Bern"
3865,8,"Centre de formation continue pour adultes handicapés, Fribourg"
3865,8,"Fondation Le Tremplin, Fribourg"
3865,8,"Fondation Les Buissonnets, Fribourg"
3865,8,"Fonds de prévoyance en faveur du personnel de la Fondation les Buissonnets, Fribourg"
3865,8,"Schweizerische Alzheimervereinigung"
3865,10,"Association des Amis du Conservatoire de Fribourg"
3865,10,"Fonds de recherche du centenaire de l'Université de Fribourg"
3865,10,"Schweizerisches Alpines Museum, Bern"
3865,10,"Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE"
3865,10,"Nationale Wörterbuch-Kommission"
3865,11,"Imprimerie coopérative CRIC-Print"
3865,11,"Mobilitäts Akademie AG, Bern AG"
3865,14,"Büro Harmos der schweizerischen Erziehungsdirektorenkonferenz"
3865,20,"Schweizerische Greina-Stiftung (SGS) zur Erhaltung der alpinen Fliessgewässer, Zürich"
3865,20,"Stiftung éducation21, Bern"
3865,21,"Schweizerische Stiftung für klinische Krebsforschung, Bern"
3865,21,"Forschungsfonds der Universität Freiburg"
3865,22,"Dachverband Schweizerischer Patientenstellen, Zürich"
3865,22,"Dachverband Komplementärmedizin, Bern"
3865,22,"Krebsliga des Kantons Freiburg"
3865,22,"Freiburger Gesundheitsligen"
3865,22,"Patientenstelle Freiburg-Westschweiz, Freiburg"
3865,22,"Schweizerische Gesellschaft für Gesundheitspolitik"
3865,22,"Swiss Cochrane working group"
3865,25,"OUESTRAIL, Delémont"
3867,1,"Arbeitsgemeinschaft Schweizerischer Rinderzüchter (ASR), Bern"
3867,10,"Eidgenössisches Schwing- und Älplerfest 2013 Burgdorf"
3867,24,"AEBI Reisen GmbH, Alchenstorf"
3872,1,"Caisse de pension de l'Union suisse des paysans"
3872,1,"Personalvorsorgestiftung der Schweizerischen Bauernverbandes"
3872,1,"Union suisse des paysans"
3872,12,"Grande Dixence SA, Sion"
3872,22,"Fondation Hôpital Jules Daler, Fribourg"
3872,25,"Transports publics fribourgeois SA"
3875,2,"Stiftung SWONET, Aarau"
3875,2,"Vereinigung Schweizerischer Unternehmen in Deutschland (VSUD)"
3875,3,"Altersvorsorge-Stiftung der Zofinger Tagblatt AG"
3875,4,"Genfer Zentrum für die demokratische Kontrolle der Streitkräfte (DCAF), Genf"
3875,4,"Genfer Zentrum für Sicherheitspolitik (GZSP), Genf"
3875,5,"Felix Liatowitsch & Peter Liatowitsch"
3875,6,"Dreyfus & Cie. AG, Basel"
3875,8,"Aargauische Stiftung für cerebral Gelähmte"
3875,8,"GSI Gesellschaft Schweiz-Israel (Dachverband)"
3875,10,"Stiftung Schloss Lenzburg"
3875,10,"Stiftung Stapferhaus Lenzburg"
3875,10,"Trägerverein Aargauer Symphonie Orchester Aarau"
3875,11,"Rapp AG, Basel"
3875,12,"Arbeitsgruppe Swisselectric – Ausschuss Nukleare Entsorgung"
3875,12,"IBAarau AG, Aarau"
3875,12,"Nagra, Nationale Genossenschaft für die Lagerung radioaktiver Abfälle, Wettingen"
3875,16,"Dr. med. Aufdermaur AG"
3875,17,"Zofinger Tagblatt AG, Zofingen"
3875,18,"Handelskammer beider Basel (HKBB)"
3875,22,"Domaco AG, Lengnau"
3875,22,"Klinik Barmelweid"
3875,4,"International Fire Academy (IFA)"
3876,4,"Yvette Estermann Stiftung, Kriens"
3876,8,"Gruppe NEUE HEIMAT SCHWEIZ"
3877,8,"EurAsia Heart - A Swiss Medical Foundation, Zürich"
3877,8,"Miva Schweiz - transportiert Hilfe, Wil (SG)"
3877,8,"CASTAGNA, Beratungs- und Informationsstelle, Zürich"
3877,10,"Zürcher Filmfestival, Zürich"
3877,13,"Botschafterin Pro Juventute Schweiz"
3877,14,"Fondation de l'Ecole hôtelière de Lausanne (EHL), Lausanne"
3877,14,"Patronin der Schweizer Vereinigung für die United World Colleges"
3877,16,"Swiss Plastics, Aarau"
3877,17,"Doris Fiala relations & more"
3877,19,"FDP des Kantons Zürich"
3877,21,"Zentrum für Neurowissenschaften, Zürich"
3877,22,"Aids-Hilfe Schweiz"
3878,1,"Flückiger Holz AG, Schöftland"
3878,1,"Lignum, Holzwirtschaft Schweiz, Zürich"
3878,2,"Schweizerischer Gewerbeverband (sgv), Bern"
3878,4,"Swiss label, Gesellschaft zur Promotion von Schweizer Produkten und Dienstleistungen, Bern"
3878,8,"Fondation generationplus, Oberlunkhofen"
3878,15,"Flückiger Holz Immobilien AG, Schöftland"
3878,16,"Aargauischer Gewerbeverband"
3879,4,"GEDREL SA, Lausanne"
3879,4,"TRIDEL SA, Lausanne"
3879,4,"TRIDEL SA, Lausanne"
3879,10,"Festival du film des Diablerets (FIFAD)"
3879,10,"Fondation de l'Opéra de Lausanne pour l'art musical, lyrique et chorégraphique, Lausanne"
3879,10,"Fondation Vaud 3209"
3879,10,"Maison du sport international SA, Lausanne"
3879,11,"Fondation de Beaulieu, Lausanne"
3879,12,"CPP EOS Holding SA, Lausanne"
3879,18,"Association Jardin urbain"
3879,24,"Lausanne Tourisme"
3879,25,"Compagnie du Chemin de fer Lausanne-Echallens-Bercher (LEB), Echallens"
3879,25,"Compagnie du Chemin de fer Lausanne-Echallens-Bercher (LEB), Echallens"
3879,25,"Parkings-Relais lausannois SA, Lausanne"
3879,25,"Sisex SA, Société italo-suisse d'exploitation du Tunnel routier du Grand-Saint-Bernard"
3879,25,"Tramway du sud-ouest lausannois (TSOL)"
3879,25,"Transports publics de la région Lausannoise (TL)"
3879,25,"Transports publics de la région Lausannoise (TL)"
3879,25,"Tunnel du Grand-Saint-Bernard SA, Bourg-Saint-Pierre"
3880,3,"Stiftung Ombudsman der Privatversicherung und der SUVA, Zürich"
3880,8,"Dachverband Drogenabstinenz Schweiz, Bern"
3881,8,"Gesellschaft Schweiz-Albanien, Goldach"
3881,8,"Miva Schweiz - transportiert Hilfe, Wil (SG)"
3881,22,"Schweizerischer Verband für komplementärmedizinische Heilmittel SVKH, Bern"
3881,22,"Homöopathie Schweiz"
3881,22,"OdA-AM (Organisation der Arbeitswelt Alternativmedizin Schweiz), Sursee"
3881,22,"Patientenstelle Ostschweiz, Frauenfeld"
3881,22,"Reliva Patientenhotel AG, Zürich AG"
3881,22,"Schweizerische Stiftung SPO Patientenschutz"
3881,22,"SEXUELLE GESUNDHEIT Schweiz, Lausanne"
3881,22,"SWISS Reha - Vereinigung der Rehabilitationskliniken der Schweiz, Aarau"
3881,22,"xundart AG, Wil (SG)"
3881,25,"IG öfftentlicher Verkehr Ostschweiz"
3881,25,"IG pro Stadtbus, Wil (SG)"
3882,8,"Helvetas, Schweizerische Gesellschaft für internationale Zusammenarbeit, Zürich"
3882,12,"Suisse Eole (Vereinig. zur Förderung der Windenergien in der Schweiz), Corcelles-Cormondrèche"
3882,12,"Wirtschaftsverband swisscleantech (Politischer Beirat)"
3884,3,"Caisse de compensation du Canton de Berne (AKB)"
3884,19,"Force démocratique Mouvement antiséparatiste du Jura bernois"
3885,1,"Moulin, Yverdon"
3885,8,"Fondation de l'EMS des 4 Marroniers"
3885,8,"Fondation des Ermitages"
3885,10,"Fondation du Château de Grandson"
3885,11,"L-2 VD Sàrl (Formation deux-phases), Lausanne"
3886,1,"Milchgenossenschaft Wittenbach bei Lauperswil"
3886,6,"Cavallino Holding AG, Burgdorf"
3886,6,"GRIAG Holding AG, Burgdorf"
3886,6,"Grunder Holding GmbH, Rüegsau"
3886,11,"Grunder Ingenieure AG, Burgdorf"
3886,11,"Grunder Pferdemanagement AG, Rüegsau"
3886,11,"OSTAG Ingenieure AG, Burgdorf"
3886,12,"Wasserversorgungsgenossenschaft Rüegsau + Umgebung, Hasle-Rüegsau"
3887,11,"C and E GmbH, Bülach"
3887,19,"Bund der Steuerzahler"
3888,4,"Cooperatives d'habitation De L'Erse, Genève"
3888,4,"Cooperatives d'habitation du Comte-Géraud, Genève"
3888,4,"Cooperatives d'habitation Les Libellules, Genève"
3888,14,"Centre international de formation à l'enseignement des droit de l'homme et de la paix, Genève"
3888,15,"Union suisse des professionnels de l'immobilier (USPI)"
3890,10,"Stiftung Museum und historisches Material der schweizerischen Luftwaffe, Dübendorf"
3890,10,"Aero-Club der Schweiz (AeCS), Luzern"
3890,17,"Glasfasernetz Schweiz, Bern"
3890,18,"Bodenseerat"
3890,18,"Wirtschaftskommission der IVS (Industrie- und Wirtschafts-Vereinigung Schaffhausen)"
3890,25,"Eidgenössische Aufsichtskommission für die fliegerische Vorschulung (SPHAIR)"
3890,25,"Eidgenössische Kommission für Weltraumfragen"
3890,25,"Schweizer Stiftung Pro Aero"
3890,25,"Stiftung Flying Dream, Sirnach"
3891,3,"Schweizer Verband für BVG-Stiftungsräte (SRPK)"
3891,4,"PolyReg (Selbstregulierungs-Organisation), Zürich"
3891,6,"Schweizer Verband für Rechnungslegung, Controlling und Rechnungswesen (veb.ch), Zürich"
3891,5,"Isenring Kessler Rechtsanwälte, Meilen"
3891,5,"Jositsch Rechtsanwälte"
3891,14,"HWZ Hochschule für Wirtschaft Zürich"
3891,14,"Schweizerisches Institut für Betriebsökonomie (SIB)"
3891,14,"Verlag SKV AG, Zürich"
3891,15,"Sabimo AG, Wolfwil"
3891,15,"SKV Immobilien AG, Zürich"
3891,20,"Stiftung für das Tier im Recht (TIR), Bern"
3891,23,"Bildungsfonds des Kaufmännischen Verbandes Schweiz"
3891,23,"Sozialfonds des Kaufmännischen Verbandes Schweiz"
3891,23,"Schweizerischer Kaufmännischer Verband (SKV)"
3891,23,"Vorsorgestiftung des Kaufmännischen Verbandes Schweiz"
3892,4,"Aushub- , Rückbau- und Recycling-Verband (ARV) Schweiz"
3892,8,"Aargauische Stiftung für cerebral Gelähmte"
3892,9,"Bauenschweiz, Dachverband der Bauwirtschaft"
3892,9,"Fernwärme Siggenthal AG, Obersiggenthal"
3892,9,"Verband Fernwärme Schweiz (VFS)"
3892,12,"Abwasserverband Untersiggenthal-Turgi (Gemeindeverband)"
3892,12,"Aktion für vernünftige Energiepolitik Schweiz (AVES)"
3892,12,"Energieforum Nordwestschweiz"
3892,12,"Forum VERA, Verantwortung für die Entsorgung radioaktiver Abfälle, Bern"
3892,12,"Arbeitsgruppe Swisselectric - Ausschuss nukleare Entsorgung"
3892,12,"Kernkraftwerk Leibstadt AG"
3892,12,"Verein Geothermische Kraftwerke Aargau (VGKA)"
3895,5,"CMS von Erlach Poncet AG"
3895,8,"Synaptic Diseases"
3895,10,"Association Pro Zero Two Two"
3895,11,"Solfor SA, Satigny"
3895,16,"Montres Journe SA, Genève"
3897,8,"Helvetas, Swiss Intercooperation"
3897,11,"Öko-Beirat FEA (Fachverband Elektroapparate für Haushalt und Gewerbe Schweiz)"
3897,20,"Pro Natura Kanton Zürich"
3898,3,"Autorité cantonale de surveillance des fondations et des institutions de prévoyance"
3898,5,"Yves Nidegger"
3898,11,"Organisation de travaux et d'études de constructions SA Genève, Collonge-Bellerive"
3898,25,"Fondation des Parkings, Genève"
3899,6,"Alternative Bank Schweiz AG, Olten"
3899,8,"Verein für Sozialpsychiatrie Baselland, Liestal"
3899,9,"Willy Gysin AG, Liestal"
3899,12,"ADEV Energiegenossenschaft, Liestal"
3899,12,"ADEV Wasserkraftwerk AG, Liestal"
3899,12,"Schweizerische Energiestiftung (SES), Zürich"
3899,12,"AEE Suisse, Dachorganisation der Wirtschaft für erneuerbare Energien und Energieeffizienz, Bern"
3900,4,"Fédération catholique-romaine neuchâteloise"
3900,11,"Fondation Job Service Neuchâtel"
3901,4,"Aktion für eine unabhängige und neutrale Schweiz (AUNS), Bern"
3901,4,"The european alliance of eu-critical movements (team), Brüssel"
3901,12,"Schweizerische Quellwasser- und Brunnenstiftung, Wil (SG)"
3901,13,"Young4FUN.ch, Wil (SG)"
3901,17,"Schweizerzeit Verlags AG, Flaach"
3901,25,"IG Pro Stadtbus, Wil (SG)"
3902,17,"Vereinigung Aktion Medienfreiheit"
3904,2,"Gewerbeverband Stadt Zürich"
3904,4,"alliance F (Bund Schweizerischer Frauenorganisationen), Bern"
3904,4,"Zürcher Frauenzentrale"
3904,4,"Schweizer Polizei Informatik Kongress (SPIK)"
3904,8,"Konferenz der Rotkreuz-Kantonalverbände (Geschäftsführender Ausschuss)"
3904,8,"Schweizerisches Rotes Kreuz Kanton Zürich"
3904,10,"Schweizerische Sportmittelschule Engelberg"
3904,11,"TopPharm Apotheke, Zürich"
3904,12,"Wirtschaftsverband swisscleantech (Politischer Beirat)"
3904,13,"Schweizerischer Verband der Akademikerinnen (SVA), Sektion Zürich"
3904,17,"RadioZürisee AG, Stäfa"
3904,20,"Schweizerische Greina-Stiftung (SGS) zur erhaltung der alpinen Fliessgewässer, Zürich"
3904,20,"Pro Natura, Zürich"
3904,21,"Schweizerische Stiftung für klinische Krebsforschung, Bern"
3904,23,"Kaufmännischer Verband Zürich (KVZ)"
3907,15,"Fondation Union suisse des professionnels de l'immobilier, Vaud"
3907,13,"PLAN International - Because I'm a Girl (Matronat)"
3907,20,"Schweizerische Ausbildungsstätte für Natur- und Umweltschutz (SANU Durabilitas), Bienne"
3907,24,"Suisse Rando"
3908,4,"Neue Europaïsche Bewegung, Sektion Bern"
3908,4,"Comparis.ch AG, Zürich"
3908,4,"Neue Helvetische Gesellschaft, Sektion Bern"
3908,9,"Losinger Marazzi AG"
3908,12,"Verein Green Building Schweiz, Bern"
3908,18,"Förderverein Waldstadt Bremer, Bern"
3908,24,"Bern Tourismus"
3910,1,"Bernische Kalbermäster"
3910,1,"LOBAG Management AG"
3910,1,"LOBAG, Ostermundigen AG"
3910,1,"Schweizerische bäuerliche Bürgschaftsgenossenschaft"
3910,1,"Landwirtschaftskammer vom Bauernverband"
3910,1,"BEO HOLZ, Interlaken"
3910,1,"Bernische Waldbesitzer, Bern"
3910,8,"Blaues Kreuz Kanton Bern"
3910,18,"Schweizerischer Alpwirtschaftlicher Verband"
3911,4,"Association suisse des locataires (ASLOCA)"
3911,4,"Société coopérative d'habitation ""Cité des Philosophes"", Morges"
3911,8,"Oeuvre suisse d'entraide ouvrière (OSEO)"
3911,9,"C.I.E.L. Electricité, Lausanne"
3911,10,"Association lémanique Galère 'La Liberté'"
3911,10,"Fondation Paderewski"
3911,25,"Parking Centre Ville SA, Morges"
3911,25,"Parking Management Service (PMS), Renens"
3912,2,"FH SCHWEIZ - Dachverband Absolventinnen und Absolventen Fachhochschulen"
3912,4,"Konsumentenforum kf (Beirat Politik)"
3912,4,"Interessengemeinschaft Berner Luftverkehr (IGBL)"
3912,10,"BSC Young Boys Betriebs AG, Bern"
3912,12,"Aktion für vernünftige Energiepolitik Schweiz (AVES)"
3912,12,"Nuklearforum Schweiz"
3912,14,"Stiftung FH Schweiz zur Förderung des dualen Bildungswegs"
3912,17,"ICT Berufsbildung Schweiz, Bern"
3912,17,"Radio Bern1"
3912,17,"Vereinigung Aktion Medienfreiheit"
3923,8,"Caritas Suisse, Lucerne"
3923,8,"Caritas Vaud"
3923,8,"Fondation Mère Sofia, Lausanne"
3924,8,"Artias, Yverdon"
3924,12,"Association Swisscleantech, Berne (Conseil politique)"
3924,20,"Alliance ""Non au nucléaire"" , Zürich"
3924,20,"Sortir du nucléaire, Lausanne (Porte-parole)"
3931,2,"Schweizer Kaderorganisation SKO"
3931,3,"Sozialversicherungsanstalt (SVA) des Kantons Zürich"
3931,9,"WOHNEN SCHWEIZ - Verband der Baugenossenschaften, Luzern"
3931,10,"Gesellschaft für das Weinbaumuseum am Zürichsee"
3931,12,"Beratende Kommission EAWAG (Eidg. Anstalt für Wasserversorgung, Abwasserreinigung und Gewässerschutz)"
3931,20,"Aqua Viva - Rheinaubund"
3931,21,"Schweizerische Stiftung für Klinische Krebsforschung (SSKK), Bern"
3931,21,"Gen Suisse - Schweizerische Stiftung für eine verantwortungsvolle Gentechnik, Bern"
3931,21,"IG biomedizinische Forschung und Innovation"
3931,21,"Association für Ingenieurbiologie"
3931,22,"Spitex Verband Kanton Zürich"
3931,25,"Informationsdienst für den öffentlichen Verkehr (LITRA), Bern"
4007,13,"Jugendlobby Siggenthal, Nussbaumen"
4007,20,"Kein Atommüll im Bözberg (KAIB), Gipf-Oberfrick"
4007,23,"Aargauischer Gewerkschaftsbund (AGB), Aarau"
4007,24,"Arbeiterstrandbad Tennwil, Meisterschwanden"
4008,6,"Interesta AG, Glarus"
4008,7,"Groupe Mutuel, Groupe de réflexion santé"
4008,10,"Volley Näfels"
4008,11,"Strategiemühle gmbh, Glarus"
4008,12,"Energo"
4008,12,"Wirtschaftsverband swisscleantech (Politischer Beirat)"
4008,14,"Kantonsschule Glarus"
4008,15,"Wala AG"
4008,17,"Glasfasernetz Schweiz, Bern"
4008,22,"Zahntechnik Näfels AG"
4008,22,"Ausbildungsfonds der Zahntechnik Näfels AG"
4018,4,"Nouveau Mouvement Européen Suisse (NOMES)"
4018,11,"Groupe E Greenwatt SA, Granges-Paccot"
4018,14,"Conférence romande de la formation continue (CRFC)"
4018,16,"Fondation pour un laboratoire de recherche horlogère (FLRH), Neuchâtel"
4018,16,"Fondation Suisse pour la Recherche en Microtechnique (FSRM), Neuchâtel"
4018,16,"Fondation Suisse pour la Recherche en Microtechnique (FSRM), Neuchâtel"
4018,23,"Travail.Suisse, Berne"
4025,4,"Hauseigentümerverband (HEV) Oberrheintal"
4025,4,"Auslandschweizer-Organisation, Bern"
4025,19,"Stiftung für bürgerliche Politik, Zug"
4030,4,"Stiftung für Konsumentenschutz (SKS), Bern"
4030,4,"Schutzverband der Bevölkerung um den Flugplatz Emmen (SFE)"
4030,4,"Zentralschweizer Komitee Tiefbahnhof Luzern"
4030,8,"Kontakt- und Beratunsstelle Sans-Papiers, Luzern"
4030,8,"Stiftung Brändi, Kriens"
4030,8,"Schweizerische Alzheimervereinigung, Luzern"
4030,14,"Center for Law and Sustainability (CLS) der Universität Luzern"
4030,18,"LuzernPlus, Ebikon (Gemeindeverband)"
4031,8,"AWEPA Association of European Parliamentarians with Africa"
4031,8,"Stiftung Brot für alle, Bern"
4031,10,"Musikkollegium Winterthur"
4031,10,"Rychenberg-Stiftung"
4031,20,"BirdLife Schweiz"
4031,22,"Schweizerische Stiftung zur Förderung der psych. Gesundheit von Kindern und Jugendlichen"
4032,6,"Bank Coop (Nachhaltigkeitsbeirat)"
4032,8,"Verein Strassenmagazin Surprise"
4032,16,"Industrielle Werke Basel (IWB)"
4032,20,"Nie Wieder Atomkraftwerke (NWA)"
4032,20,"Stiftung Landschaftsschutz Schweiz (SL)"
4036,3,"Ausgleichskasse des Kantons Bern/IV-Stelle Bern"
4036,4,"Angestellte bern, Bern"
4036,8,"Tear Fund Schweiz"
4036,8,"INSOS Schweiz, Bern"
4036,14,"Agogis, Zürich"
4036,21,"Schweizerische Stiftung für klinische Krebsforschung, Bern"
4040,4,"Schweizer Stiftung Farbe, Winterthur"
4040,4,"IG Südumfahrung Nein"
4040,4,"Auslandschweizer-Organisation, Bern (Auslandschweizerrat)"
4040,8,"Swisscontact Schweizerische Stiftung für technische Entwicklungszusammenarbeit"
4040,8,"Patronaler Fonds der Pro Senectute beider Basel"
4040,8,"Pro Senectute Beider Basel"
4040,8,"Stiftung Gérard und Dori Bernus-Loratan"
4040,8,"Stiftung Sedlmayer-Lips"
4040,10,"Europäisches Jugendchor Festival"
4040,12,"Genossenschaft Elektra Birseck (EBM), Münchenstein"
4040,18,"Handelskammer beider Basel"
4040,18,"Starke Region"
4040,21,"IG biomedizinische Forschung und Innovation"
4042,1,"IG Erfrischungsgetränke"
4042,3,"Aspero AG, Basel"
4042,3,"Liberty Vorsorgeeinrichtung"
4042,3,"Pensionskasse der Basler Kantonalbank, Basel"
4042,4,"Konsumentenforum kf"
4042,6,"Basler Kantonalbank, Basel"
4042,7,"Groupe Mutuel, Groupe de réflexion santé"
