"parliamentarian_id","bill_id","political_action_categories_id"
4056,"15.3282",18
4057,"11.4066",9
4057,"11.4067",9
4057,"11.4073",14
4057,"12.3271",4
4057,"12.3490",20
4057,"12.3490",21
4057,"12.3705",9
4057,"12.3885",4
4057,"12.3885",13
4057,"12.3886",4
4057,"12.3886",13
4057,"13.4243",8
4057,"13.4243",13
4057,"14.3897",4
4057,"14.4239",9
4057,"15.3266",9
4057,"15.3266",18
4058,"12.3055",9
4058,"12.3439",9
4058,"12.3481",9
4058,"12.3528",20
4058,"13.3327",4
4058,"15.3138",4
4058,"15.3138",18
4059,"13.3859",7
4059,"14.3952",19
4060,"12.4020",13
4060,"12.4021",13
4060,"12.4122",9
4060,"12.4272",10
4060,"13.3233",20
4060,"13.4233",9
4060,"14.3776",20
4060,"14.3778",4
4060,"14.3858",9
4060,"14.3858",13
4060,"14.3869",9
4060,"14.3869",13
4060,"15.3355",4
4060,"15.3355",16
4061,"12.3045",7
4061,"12.3045",21
4061,"12.3104",10
4061,"12.3181",6
4061,"12.3181",9
4061,"12.3363",10
4061,"13.3205",6
4061,"13.3206",10
4061,"13.3207",10
4061,"13.3504",10
4061,"13.3504",11
4061,"13.3875",10
4061,"15.3062",10
4063,"12.3131",6
4063,"12.3555",1
4063,"12.4230",1
4063,"13.3482",9
4063,"13.3482",16
4063,"13.3696",9
4063,"13.3696",16
4063,"13.3816",4
4063,"13.3816",8
4063,"14.3962",16
4063,"14.3963",16
4063,"14.4094",13
4063,"14.4094",16
4065,"12.4158",4
4065,"12.4158",21
4066,"12.3051",7
4066,"13.3980",20
4067,"12.3295",4
4067,"13.3912",12
4067,"13.3913",12
4067,"14.3090",12
4067,"14.3090",20
4067,"14.3091",12
4067,"15.3075",4
4067,"15.3075",9
4067,"15.3228",4
4069,"12.3206",10
4069,"12.3206",20
4069,"12.3424",16
4069,"12.3801",13
4069,"12.3801",16
4069,"12.3801",20
4069,"12.3802",4
4069,"12.3802",13
4069,"12.3802",16
4069,"12.3802",20
4069,"13.3155",20
4069,"13.3156",20
4069,"13.3161",16
4069,"13.3161",20
4069,"13.3351",20
4069,"13.3441",16
4069,"13.3691",17
4069,"13.3691",17
4069,"13.3741",10
4069,"13.3741",20
4069,"13.4033",4
4069,"13.4033",20
4069,"14.3417",16
4069,"14.3417",20
4069,"14.3706",20
4069,"14.4204",2
4069,"14.4204",20
4069,"14.4205",5
4069,"14.4205",10
4069,"14.4205",20
4069,"15.3064",3
4069,"15.3155",10
4069,"15.3190",16
4070,"12.3132",3
4070,"12.3132",17
4070,"12.3132",17
4070,"12.3133",21
4070,"12.3527",6
4070,"12.3957",16
4070,"13.3638",4
4070,"13.3638",13
4070,"13.3639",4
4070,"13.3922",20
4070,"13.4303",7
4070,"13.4306",21
4070,"14.3236",2
4070,"14.3597",9
4070,"14.3597",20
4071,"12.3252",6
4071,"12.3253",6
4072,"12.3691",4
4072,"12.3691",13
4072,"12.4068",16
4072,"13.3023",16
4072,"13.3102",21
4072,"13.3425",21
4072,"13.3435",4
4072,"13.3608",13
4072,"13.3608",14
4072,"13.3608",21
4072,"13.3632",21
4072,"13.3945",4
4072,"13.4149",4
4072,"13.4196",7
4072,"14.3259",21
4072,"14.3260",21
4072,"14.3872",9
4072,"14.4019",21
4072,"14.4029",4
4072,"14.4029",8
4072,"14.4045",7
4072,"14.4115",20
4072,"15.3185",21
4073,"14.3035",12
4074,"12.3111",10
4074,"12.3112",10
4074,"12.3157",10
4074,"12.3360",19
4074,"12.3444",7
4074,"12.3730",7
4074,"12.3730",19
4074,"12.4073",14
4074,"12.4073",19
4074,"12.4075",1
4074,"13.3182",10
4074,"13.3183",19
4074,"13.3947",20
4074,"14.3173",10
4074,"14.3174",10
4074,"14.3813",10
4074,"14.3816",10
4074,"14.3816",20
4074,"14.3993",4
4074,"14.3993",10
4074,"14.4013",10
4074,"14.4130",14
4074,"14.4130",19
4075,"13.3226",16
4075,"13.3332",16
4075,"13.3684",16
4075,"13.3694",16
4075,"13.3842",16
4075,"13.3842",20
4075,"13.4037",16
4075,"13.4037",20
4075,"13.4218",21
4075,"14.3109",20
4075,"14.3441",16
4075,"14.4038",13
4075,"14.4122",13
4075,"14.4122",16
4075,"15.3072",4
4076,"13.3586",21
4076,"14.3157",7
4076,"14.3825",3
4076,"14.3825",14
4076,"15.3109",9
4076,"15.3183",9
4076,"15.3183",13
4076,"15.3184",9
4077,"12.3024",9
4077,"13.3065",9
4077,"13.3673",4
4077,"13.3673",9
4077,"13.3701",4
4077,"13.3701",9
4077,"13.3712",4
4077,"13.3712",13
4077,"14.3031",9
4077,"14.3309",9
4077,"14.3390",4
4077,"14.3390",13
4077,"14.3390",20
4077,"14.4017",1
4077,"15.3019",9
4077,"15.3149",4
4077,"15.3149",20
4079,"12.3431",18
4079,"12.3432",9
4079,"12.3432",20
4079,"12.3808",18
4079,"13.3073",4
4079,"13.3553",3
4079,"13.3949",4
4079,"13.3949",9
4079,"13.3950",4
4079,"13.3950",20
4079,"13.4237",4
4079,"14.3265",4
4079,"14.3265",9
4079,"14.3655",2
4079,"14.3655",16
4079,"14.3955",4
4079,"14.3955",9
4079,"14.3990",21
4079,"14.4296",4
4079,"14.4298",2
4079,"14.4300",2
4079,"14.4300",4
4079,"15.3358",2
4079,"15.3358",4
4079,"15.3359",18
4079,"15.3359",19
4081,"12.3100",10
4081,"12.3452",10
4081,"12.3716",10
4081,"13.3300",10
4081,"13.4264",10
4081,"14.3411",10
4081,"14.3559",10
4081,"14.4164",10
4082,"12.3223",6
4082,"12.3474",20
4082,"12.3474",21
4082,"13.3544",2
4082,"13.3885",21
4082,"14.3876",21
4082,"14.4124",2
4082,"14.4124",10
4082,"15.3455",10
4083,"12.3311",21
4083,"12.3312",6
4083,"12.4119",9
4083,"12.4119",13
4083,"12.4120",4
4083,"12.4120",13
4083,"13.3358",4
4083,"13.3358",13
4083,"13.3473",21
4083,"13.3800",9
4083,"14.3520",21
4083,"14.3623",6
4083,"14.3623",7
4083,"14.3624",20
4083,"14.3629",20
4083,"15.3298",21
4084,"12.3519",9
4084,"12.3519",20
4084,"12.3724",6
4084,"12.3724",10
4084,"12.3810",9
4084,"12.3810",20
4084,"13.3170",9
4084,"14.3169",9
4084,"14.3307",12
4084,"14.3307",20
4084,"14.3721",1
4084,"14.3721",7
4084,"14.4134",5
4084,"14.4134",20
4084,"14.4135",13
4084,"14.4135",16
4084,"15.3144",9
4085,"12.3142",1
4085,"12.3142",7
4085,"12.3283",6
4085,"12.3371",4
4085,"12.3372",16
4085,"12.3756",21
4085,"12.4105",6
4085,"12.4227",4
4085,"13.3636",7
4085,"13.3923",16
4085,"13.3923",20
4085,"13.4155",13
4085,"14.3193",2
4085,"14.3193",19
4085,"14.3694",4
4085,"14.3694",7
4085,"14.3694",13
4085,"14.3804",16
4085,"15.3111",8
4085,"15.3111",9
4085,"15.3284",16
4086,"11.4086",4
4086,"12.3021",2
4086,"12.3021",16
4086,"12.3405",4
4086,"12.3405",21
4086,"12.3409",6
4086,"12.3683",12
4086,"12.3683",16
4086,"12.3683",20
4086,"12.4036",2
4086,"12.4036",5
4086,"12.4037",4
4086,"13.3032",21
4086,"13.3036",1
4086,"13.3736",2
4086,"13.3851",6
4086,"13.3851",18
4086,"13.4090",3
4086,"13.4090",4
4086,"13.4090",10
4086,"13.4123",5
4086,"14.3398",19
4086,"14.3681",9
4087,"11.4149",7
4087,"12.3224",1
4087,"12.3225",9
4087,"12.3568",10
4087,"12.3571",6
4087,"12.3572",1
4087,"13.3089",10
4087,"13.3090",1
4087,"13.3090",10
4087,"13.3729",19
4087,"13.4194",4
4087,"14.3158",4
4087,"14.3158",13
4087,"14.3159",19
4087,"15.3125",16
4087,"15.3125",21
4089,"12.3551",9
4089,"12.3552",9
4089,"12.4154",9
4089,"13.4214",9
4089,"14.3598",6
4089,"14.3598",21
4089,"14.3599",5
4089,"14.3599",21
4089,"14.3859",19
4089,"14.3860",18
4089,"14.3860",19
4090,"12.3158",4
4090,"12.3695",13
4090,"12.3695",16
4090,"12.3761",13
4090,"12.3761",17
4090,"12.3761",17
4090,"13.3203",9
4090,"13.3761",16
4090,"13.3762",16
4090,"13.3763",16
4090,"14.3104",13
4090,"14.3104",13
4090,"14.3310",1
4090,"14.3311",4
4090,"14.3311",21
4091,"12.3518",18
4091,"12.3733",1
4091,"13.3517",5
4091,"13.3752",2
4091,"13.4304",13
4091,"13.4312",20
4091,"14.3277",16
4091,"14.3277",19
4091,"14.3469",13
4091,"14.3469",20
4091,"14.3470",13
4091,"14.3470",20
4091,"14.3480",3
4091,"14.3480",14
4091,"14.3566",5
4091,"14.3566",18
4091,"14.3567",5
4091,"14.3567",18
4091,"14.3980",16
4093,"11.4181",21
4093,"12.3173",3
4093,"12.4212",2
4093,"13.3628",2
4093,"13.3628",13
4093,"13.3812",2
4093,"13.3812",13
4093,"13.3930",2
4093,"13.3930",4
4093,"13.3943",19
4093,"13.4265",2
4093,"13.4265",6
4093,"14.3255",4
4093,"14.3255",7
4093,"14.4275",2
4093,"14.4275",9
4093,"14.4275",13
4093,"14.4294",2
4093,"15.3308",4
4093,"15.3308",9
4094,"12.4207",10
4094,"12.4207",11
4094,"12.4207",13
4094,"13.3571",21
4094,"13.3572",21
4094,"13.3960",4
4094,"13.3960",10
4094,"14.3928",4
4094,"14.3928",5
4094,"14.3928",10
4094,"14.4266",4
4094,"14.4266",20
4094,"14.4269",4
4094,"14.4270",7
4095,"12.3928",4
4095,"12.3930",4
4095,"12.3931",10
4095,"13.3933",4
4095,"13.4278",2
4095,"13.4278",13
4095,"14.4273",4
4096,"12.3097",12
4096,"14.3238",10
4096,"14.3879",4
4096,"14.3879",20
4096,"15.3240",12
4097,"12.3047",1
4097,"12.3047",7
4097,"12.3105",9
4097,"12.3172",1
4097,"12.3172",9
4097,"12.3906",1
4097,"13.3568",19
4097,"13.4307",9
4097,"14.3976",6
4097,"15.3330",4
4097,"15.3330",20
4098,"12.3273",6
4098,"13.3031",5
4098,"14.3081",5
4098,"14.3336",3
4098,"14.3336",17
4098,"14.3336",17
4098,"14.3734",13
4098,"14.3734",14
4099,"12.3203",13
4099,"12.3479",7
4099,"12.3479",20
4099,"12.3564",10
4099,"12.4101",4
4099,"12.4182",13
4099,"13.3219",21
4099,"13.3934",9
4099,"13.3934",19
4099,"13.4004",4
4099,"13.4081",4
4099,"13.4081",13
4099,"14.3499",7
4099,"14.3499",20
4099,"14.3500",13
4099,"14.3850",21
4099,"14.3851",21
4099,"14.3852",21
4099,"14.3853",10
4099,"14.3853",20
4099,"14.4165",10
4100,"12.3556",9
4100,"13.3883",6
4100,"13.3883",7
4100,"14.3506",1
4100,"14.3506",4
4101,"11.4110",13
4101,"11.4147",20
4101,"12.3119",20
4101,"12.3398",10
4101,"12.3570",5
4101,"12.3570",10
4101,"12.4055",3
4101,"13.3048",2
4101,"13.3259",20
4101,"13.3624",1
4101,"13.3624",5
4101,"13.3625",4
4101,"13.3626",5
4101,"13.3626",20
4101,"14.3232",16
4101,"14.3232",20
4101,"14.3264",3
4101,"14.3264",5
4101,"14.3878",5
4101,"14.3878",13
4101,"14.3904",5
4101,"14.3904",13
4101,"14.4089",5
4101,"14.4089",8
4101,"14.4257",1
4101,"14.4257",14
4101,"14.4258",3
4101,"14.4258",4
4101,"14.4258",5
4102,"12.3616",3
4102,"12.3616",7
4102,"13.4283",4
4102,"13.4284",1
4102,"13.4284",7
4102,"14.3617",9
4102,"14.3644",20
4102,"14.3645",20
4102,"14.3854",1
4103,"13.3140",6
4103,"13.3141",6
4103,"14.3175",4
4103,"14.3175",10
4104,"12.3922",6
4104,"12.3922",14
4104,"13.4260",6
4106,"12.3543",16
4107,"12.3458",9
4107,"12.3858",12
4107,"12.3894",9
4107,"12.3895",9
4107,"12.3896",9
4107,"12.3897",20
4107,"13.3597",4
4107,"13.3598",12
4107,"13.3946",3
4107,"13.3946",16
4107,"14.3270",12
4107,"14.3271",12
4107,"14.4214",12
4107,"14.4214",16
4107,"15.3279",12
4107,"15.3280",4
4107,"15.3281",4
4107,"15.3281",9
4108,"12.3907",20
4108,"13.3627",6
4108,"13.3627",18
4108,"14.3316",6
4108,"15.3296",7
4109,"12.3369",1
4109,"12.3565",20
4109,"12.4231",7
4109,"13.3345",4
4110,"13.3083",9
4110,"15.3319",16
4110,"15.3320",16
4110,"15.3323",16
4113,"13.3085",20
4113,"13.3086",21
4113,"13.3087",2
4113,"13.3087",20
4113,"13.3088",14
4113,"13.3135",20
4113,"13.3977",7
4113,"13.3977",16
4113,"13.3977",20
4113,"13.4156",10
4113,"13.4157",10
4113,"14.3200",4
4113,"14.3200",12
4113,"14.3200",16
4113,"14.3522",9
4113,"14.3522",14
4113,"14.3523",4
4113,"14.3523",5
4113,"14.3523",12
4113,"14.3855",4
4113,"14.3855",18
4113,"14.3908",16
4114,"12.3754",1
4114,"13.3078",6
4114,"14.3514",1
4114,"14.3514",9
4114,"14.3514",13
4114,"14.3865",4
4115,"12.3088",20
4115,"12.3152",2
4115,"13.3044",4
4115,"13.3044",9
4115,"13.3052",2
4115,"13.3052",16
4115,"13.3687",9
4115,"13.3806",2
4115,"13.3806",16
4115,"13.3807",2
4115,"13.3807",16
4115,"13.3808",2
4115,"13.3808",13
4115,"13.4069",16
4115,"13.4069",19
4115,"14.3739",2
4115,"14.3739",16
4115,"14.3740",4
4115,"14.3740",5
4115,"14.3782",2
4115,"14.3782",16
4115,"14.3905",2
4115,"14.3905",16
4115,"15.3044",2
4115,"15.3044",4
4116,"12.3890",13
4116,"14.3880",4
4116,"14.3880",9
4117,"13.3186",6
4117,"13.3970",4
4117,"13.3971",2
4117,"13.3971",13
4117,"14.3895",21
4117,"14.3896",21
4118,"13.3615",5
4118,"13.3615",20
4118,"13.4245",20
4118,"13.4271",13
4118,"13.4271",20
4118,"14.4197",1
4118,"14.4197",5
4118,"14.4197",8
4118,"14.4197",10
4118,"15.3254",9
4118,"15.3254",20
4120,"12.3071",12
4120,"12.3110",20
4120,"12.3211",12
4120,"12.3212",12
4120,"12.3411",10
4120,"12.3411",11
4120,"12.3489",20
4120,"12.3489",21
4120,"12.4050",3
4120,"12.4050",13
4120,"12.4249",16
4120,"12.4250",4
4120,"12.4259",12
4120,"13.3199",2
4120,"13.3199",16
4120,"13.3551",12
4120,"13.3551",19
4120,"13.3844",12
4120,"13.3845",16
4120,"13.4169",9
4120,"14.3246",12
4120,"14.3272",12
4120,"14.3324",19
4120,"14.3705",12
4120,"14.3705",16
4120,"14.3846",16
4120,"14.4309",8
4120,"14.4309",9
4121,"13.3790",20
4121,"13.3790",21
4121,"14.3123",6
4121,"14.3123",9
4121,"14.3176",9
4121,"14.3425",10
4121,"15.3113",9
4121,"15.3233",3
4121,"15.3233",20
4122,"13.4292",21
4122,"14.3702",19
4122,"14.4093",1
4122,"14.4093",9
4122,"15.3131",9
4122,"15.3131",16
4122,"15.3131",21
4122,"15.3325",9
4122,"15.3325",19
4123,"13.3356",9
4123,"14.3319",16
4123,"14.4035",6
4123,"14.4035",16
4123,"15.3058",2
4123,"15.3058",9
4123,"15.3202",16
4123,"15.3202",20
4124,"13.3311",5
4124,"13.3313",20
4124,"13.4207",6
4124,"14.3557",8
4124,"14.3557",16
4124,"14.3558",5
4124,"14.4278",16
4125,"15.3350",2
4125,"15.3350",17
4125,"15.3350",17
4126,"13.3847",16
4128,"13.3108",7
4128,"13.4315",2
4128,"13.4315",4
4128,"14.3333",13
4128,"14.3343",3
4128,"14.3344",10
4128,"14.3369",13
4128,"14.3603",1
4128,"14.3603",20
4128,"14.3620",5
4128,"14.3620",18
4128,"14.3948",13
4128,"14.3948",20
4128,"14.3949",3
4128,"14.3949",5
4128,"14.4161",20
4128,"14.4252",13
4128,"14.4252",20
4128,"15.3179",13
4128,"15.3328",20
4129,"14.3371",16
4129,"14.3371",20
4129,"14.3442",10
4129,"14.3476",9
4129,"14.3476",20
4129,"15.3346",10
4129,"15.3348",16
4129,"15.3348",20
4130,"13.3343",6
4130,"13.3901",7
4130,"13.3901",21
4130,"13.4098",21
4130,"14.3968",16
4130,"14.4267",5
4130,"14.4267",13
4130,"15.3269",12
4131,"13.4199",4
4131,"14.3866",4
4134,"14.3731",4
4134,"14.3731",5
4134,"14.4062",2
4135,"14.4075",2
4136,"14.3197",16
4136,"14.3276",16
4137,"14.3268",4
4137,"14.3268",9
4137,"14.3269",20
4137,"14.4308",19
4137,"15.3025",12
4137,"15.3025",13
4138,"14.3161",7
4138,"14.3326",9
4138,"14.3447",2
4138,"14.3461",1
4138,"14.3715",10
4138,"14.3909",9
4140,"14.3467",21
4141,"14.3427",5
4141,"14.3427",9
4141,"14.3677",4
4141,"15.3039",16
4141,"15.3092",4
4141,"15.3092",9
4143,"14.4301",16
4143,"14.4302",19
